PseudoPipeID	EnsemblID.version	EnsemblID
PGOHUM00000302005	ENST00000402808.1	ENST00000402808
PGOHUM00000295660	ENST00000567218.1	ENST00000567218
PGOHUM00000296207	ENST00000416729.2	ENST00000416729
PGOHUM00000310401	ENST00000438196.2	ENST00000438196
PGOHUM00000312522	ENST00000399539.4	ENST00000399539
PGOHUM00000289907	ENST00000605525.1	ENST00000605525
PGOHUM00000292874	ENST00000603069.1	ENST00000603069
PGOHUM00000291291	ENST00000550917.1	ENST00000550917
PGOHUM00000305306	ENST00000417160.1	ENST00000417160
PGOHUM00000301380	ENST00000424144.2	ENST00000424144
PGOHUM00000311742	ENST00000546014.1	ENST00000546014
PGOHUM00000302284	ENST00000417829.1	ENST00000417829
PGOHUM00000290001	ENST00000394996.2	ENST00000394996
PGOHUM00000289750	ENST00000431186.2	ENST00000431186
PGOHUM00000307556	ENST00000598302.1	ENST00000598302
PGOHUM00000301287	ENST00000615674.1	ENST00000615674
PGOHUM00000290711	ENST00000536944.2	ENST00000536944
PGOHUM00000298200	ENST00000434574.1	ENST00000434574
PGOHUM00000298003	ENST00000426492.1	ENST00000426492
PGOHUM00000294612	ENST00000582820.1	ENST00000582820
PGOHUM00000290795	ENST00000433299.1	ENST00000433299
PGOHUM00000300027	ENST00000514351.1	ENST00000514351
PGOHUM00000303614	ENST00000465398.1	ENST00000465398
PGOHUM00000302984	ENST00000473644.1	ENST00000473644
PGOHUM00000291452	ENST00000547375.2	ENST00000547375
PGOHUM00000310828	ENST00000529514.1	ENST00000529514
PGOHUM00000302791	ENST00000433950.1	ENST00000433950
PGOHUM00000305736	ENST00000444494.1	ENST00000444494
PGOHUM00000297334	ENST00000407739.1	ENST00000407739
PGOHUM00000289993	ENST00000430685.1	ENST00000430685
PGOHUM00000305461	ENST00000429799.1	ENST00000429799
PGOHUM00000311893	ENST00000437401.1	ENST00000437401
PGOHUM00000299407	ENST00000451469.1	ENST00000451469
PGOHUM00000307784	ENST00000514388.1	ENST00000514388
PGOHUM00000296697	ENST00000446368.1	ENST00000446368
PGOHUM00000310556	ENST00000455650.1	ENST00000455650
PGOHUM00000301293	ENST00000440030.1	ENST00000440030
PGOHUM00000290091	ENST00000432033.1	ENST00000432033
PGOHUM00000290297	ENST00000231383.8	ENST00000231383
PGOHUM00000300083	ENST00000503847.1	ENST00000503847
PGOHUM00000293831	ENST00000567977.1	ENST00000567977
PGOHUM00000308726	ENST00000545779.2	ENST00000545779
PGOHUM00000294154	ENST00000461513.1	ENST00000461513
PGOHUM00000295807	ENST00000436509.2	ENST00000436509
PGOHUM00000301434	ENST00000366304.3	ENST00000366304
PGOHUM00000311215	ENST00000579307.2	ENST00000579307
PGOHUM00000295809	ENST00000443616.1	ENST00000443616
PGOHUM00000296109	ENST00000425787.2	ENST00000425787
PGOHUM00000291247	ENST00000603161.1	ENST00000603161
PGOHUM00000303496	ENST00000248151.4	ENST00000248151
PGOHUM00000304561	ENST00000416158.1	ENST00000416158
PGOHUM00000303489	ENST00000472104.1	ENST00000472104
PGOHUM00000293680	ENST00000354915.3	ENST00000354915
PGOHUM00000305317	ENST00000440178.1	ENST00000440178
PGOHUM00000303188	ENST00000509729.3	ENST00000509729
PGOHUM00000304156	ENST00000441373.1	ENST00000441373
PGOHUM00000294816	ENST00000577332.1	ENST00000577332
PGOHUM00000294357	ENST00000578745.1	ENST00000578745
PGOHUM00000290627	ENST00000515281.1	ENST00000515281
PGOHUM00000299993	ENST00000502546.2	ENST00000502546
PGOHUM00000291619	ENST00000603103.1	ENST00000603103
PGOHUM00000304282	ENST00000664593.1	ENST00000664593
PGOHUM00000292606	ENST00000549779.1	ENST00000549779
PGOHUM00000294594	ENST00000586747.1	ENST00000586747
PGOHUM00000311209	ENST00000649033.1	ENST00000649033
PGOHUM00000296048	ENST00000419498.1	ENST00000419498
PGOHUM00000294473	ENST00000515049.1	ENST00000515049
PGOHUM00000290754	ENST00000616637.1	ENST00000616637
PGOHUM00000297472	ENST00000450626.1	ENST00000450626
PGOHUM00000297121	ENST00000440222.1	ENST00000440222
PGOHUM00000311565	ENST00000440602.1	ENST00000440602
PGOHUM00000302373	ENST00000426478.1	ENST00000426478
PGOHUM00000293033	ENST00000560593.2	ENST00000560593
PGOHUM00000302759	ENST00000447960.1	ENST00000447960
PGOHUM00000290941	ENST00000527592.2	ENST00000527592
PGOHUM00000303975	ENST00000440753.1	ENST00000440753
PGOHUM00000300423	ENST00000425362.1	ENST00000425362
PGOHUM00000298682	ENST00000416089.1	ENST00000416089
PGOHUM00000299497	ENST00000483823.1	ENST00000483823
PGOHUM00000290654	ENST00000539521.1	ENST00000539521
PGOHUM00000311535	ENST00000613026.1	ENST00000613026
PGOHUM00000308149	ENST00000523070.1	ENST00000523070
PGOHUM00000304669	ENST00000454528.1	ENST00000454528
PGOHUM00000298782	ENST00000435438.1	ENST00000435438
PGOHUM00000305164	ENST00000443861.2	ENST00000443861
PGOHUM00000296543	ENST00000471856.1	ENST00000471856
PGOHUM00000303282	ENST00000622202.1	ENST00000622202
PGOHUM00000305570	ENST00000423852.4	ENST00000423852
PGOHUM00000308071	ENST00000583763.1	ENST00000583763
PGOHUM00000294649	ENST00000474156.1	ENST00000474156
PGOHUM00000295628	ENST00000428233.1	ENST00000428233
PGOHUM00000294215	ENST00000585581.1	ENST00000585581
PGOHUM00000304523	ENST00000427102.1	ENST00000427102
PGOHUM00000295526	ENST00000635557.1	ENST00000635557
PGOHUM00000305170	ENST00000431935.2	ENST00000431935
PGOHUM00000293494	ENST00000619561.1	ENST00000619561
PGOHUM00000298930	ENST00000432681.1	ENST00000432681
PGOHUM00000298246	ENST00000603209.1	ENST00000603209
PGOHUM00000298871	ENST00000605674.1	ENST00000605674
PGOHUM00000302170	ENST00000426027.1	ENST00000426027
PGOHUM00000311463	ENST00000514910.1	ENST00000514910
PGOHUM00000299503	ENST00000471403.1	ENST00000471403
PGOHUM00000302766	ENST00000434500.6	ENST00000434500
PGOHUM00000301642	ENST00000401898.2	ENST00000401898
PGOHUM00000295313	ENST00000597863.1	ENST00000597863
PGOHUM00000302590	ENST00000437554.1	ENST00000437554
PGOHUM00000301262	ENST00000407697.2	ENST00000407697
PGOHUM00000292701	ENST00000554374.2	ENST00000554374
PGOHUM00000295283	ENST00000600907.1	ENST00000600907
PGOHUM00000290923	ENST00000530696.2	ENST00000530696
PGOHUM00000293738	ENST00000562640.1	ENST00000562640
PGOHUM00000300710	ENST00000505813.1	ENST00000505813
PGOHUM00000293352	ENST00000560204.1	ENST00000560204
PGOHUM00000305073	ENST00000451349.1	ENST00000451349
PGOHUM00000299914	ENST00000471756.2	ENST00000471756
PGOHUM00000290810	ENST00000616746.1	ENST00000616746
PGOHUM00000304743	ENST00000433554.2	ENST00000433554
PGOHUM00000297473	ENST00000641915.1	ENST00000641915
PGOHUM00000290575	ENST00000527532.1	ENST00000527532
PGOHUM00000310930	ENST00000623715.2	ENST00000623715
PGOHUM00000293585	ENST00000563487.1	ENST00000563487
PGOHUM00000303596	ENST00000521833.1	ENST00000521833
PGOHUM00000291527	ENST00000437882.3	ENST00000437882
PGOHUM00000292220	ENST00000427163.1	ENST00000427163
PGOHUM00000308174	ENST00000505191.2	ENST00000505191
PGOHUM00000297136	ENST00000429893.1	ENST00000429893
PGOHUM00000305092	ENST00000621416.1	ENST00000621416
PGOHUM00000289948	ENST00000477230.1	ENST00000477230
PGOHUM00000290857	ENST00000525759.1	ENST00000525759
PGOHUM00000302778	ENST00000423746.1	ENST00000423746
PGOHUM00000303842	ENST00000396461.3	ENST00000396461
PGOHUM00000311446	ENST00000618526.1	ENST00000618526
PGOHUM00000302512	ENST00000434898.6	ENST00000434898
PGOHUM00000293173	ENST00000564693.1	ENST00000564693
PGOHUM00000311087	ENST00000426134.1	ENST00000426134
PGOHUM00000311237	ENST00000397772.2	ENST00000397772
PGOHUM00000300628	ENST00000522871.1	ENST00000522871
PGOHUM00000291930	ENST00000418361.2	ENST00000418361
PGOHUM00000289736	ENST00000440219.1	ENST00000440219
PGOHUM00000290389	ENST00000531871.3	ENST00000531871
PGOHUM00000302640	ENST00000450062.1	ENST00000450062
PGOHUM00000290930	ENST00000532521.2	ENST00000532521
PGOHUM00000303579	ENST00000522981.1	ENST00000522981
PGOHUM00000292884	ENST00000561684.1	ENST00000561684
PGOHUM00000303608	ENST00000521355.1	ENST00000521355
PGOHUM00000302043	ENST00000399411.2	ENST00000399411
PGOHUM00000298899	ENST00000445757.1	ENST00000445757
PGOHUM00000305488	ENST00000604289.1	ENST00000604289
PGOHUM00000292499	ENST00000613121.1	ENST00000613121
PGOHUM00000298233	ENST00000436223.1	ENST00000436223
PGOHUM00000292798	ENST00000622705.1	ENST00000622705
PGOHUM00000303791	ENST00000433260.1	ENST00000433260
PGOHUM00000291254	ENST00000536820.1	ENST00000536820
PGOHUM00000295950	ENST00000413899.1	ENST00000413899
PGOHUM00000290424	ENST00000530115.1	ENST00000530115
PGOHUM00000294661	ENST00000588646.1	ENST00000588646
PGOHUM00000311614	ENST00000414124.1	ENST00000414124
PGOHUM00000290255	ENST00000458096.1	ENST00000458096
PGOHUM00000305025	ENST00000397254.2	ENST00000397254
PGOHUM00000296812	ENST00000432935.1	ENST00000432935
PGOHUM00000300960	ENST00000514668.3	ENST00000514668
PGOHUM00000294676	ENST00000590085.1	ENST00000590085
PGOHUM00000298788	ENST00000458547.1	ENST00000458547
PGOHUM00000302903	ENST00000438297.2	ENST00000438297
PGOHUM00000291987	ENST00000433537.1	ENST00000433537
PGOHUM00000303711	ENST00000438600.1	ENST00000438600
PGOHUM00000299377	ENST00000408928.2	ENST00000408928
PGOHUM00000292027	ENST00000426409.2	ENST00000426409
PGOHUM00000310748	ENST00000463499.1	ENST00000463499
PGOHUM00000292422	ENST00000605695.1	ENST00000605695
PGOHUM00000292566	ENST00000416478.1	ENST00000416478
PGOHUM00000290559	ENST00000526979.1	ENST00000526979
PGOHUM00000303049	ENST00000514593.2	ENST00000514593
PGOHUM00000303275	ENST00000524071.1	ENST00000524071
PGOHUM00000295632	ENST00000447743.1	ENST00000447743
PGOHUM00000304213	ENST00000610994.1	ENST00000610994
PGOHUM00000300668	ENST00000514909.1	ENST00000514909
PGOHUM00000298131	ENST00000453886.1	ENST00000453886
PGOHUM00000295657	ENST00000413187.2	ENST00000413187
PGOHUM00000296730	ENST00000412758.2	ENST00000412758
PGOHUM00000293211	ENST00000557918.1	ENST00000557918
PGOHUM00000300895	ENST00000423102.2	ENST00000423102
PGOHUM00000301953	ENST00000401524.2	ENST00000401524
PGOHUM00000310337	ENST00000402970.1	ENST00000402970
PGOHUM00000298963	ENST00000393779.2	ENST00000393779
PGOHUM00000290749	ENST00000529692.1	ENST00000529692
PGOHUM00000304719	ENST00000446395.3	ENST00000446395
PGOHUM00000293063	ENST00000561209.1	ENST00000561209
PGOHUM00000298638	ENST00000449539.1	ENST00000449539
PGOHUM00000299032	ENST00000423991.1	ENST00000423991
PGOHUM00000292465	ENST00000392510.3	ENST00000392510
PGOHUM00000296363	ENST00000430398.2	ENST00000430398
PGOHUM00000298831	ENST00000432419.1	ENST00000432419
PGOHUM00000311357	ENST00000578471.3	ENST00000578471
PGOHUM00000305159	ENST00000453468.1	ENST00000453468
PGOHUM00000294973	ENST00000464118.2	ENST00000464118
PGOHUM00000293488	ENST00000604296.1	ENST00000604296
PGOHUM00000290894	ENST00000605553.1	ENST00000605553
PGOHUM00000300403	ENST00000507055.1	ENST00000507055
PGOHUM00000297255	ENST00000434853.1	ENST00000434853
PGOHUM00000294261	ENST00000571520.1	ENST00000571520
PGOHUM00000310737	ENST00000513307.1	ENST00000513307
PGOHUM00000302192	ENST00000454719.1	ENST00000454719
PGOHUM00000295995	ENST00000447592.1	ENST00000447592
PGOHUM00000301571	ENST00000404534.1	ENST00000404534
PGOHUM00000291755	ENST00000546447.1	ENST00000546447
PGOHUM00000303811	ENST00000636082.1	ENST00000636082
PGOHUM00000291786	ENST00000551967.1	ENST00000551967
PGOHUM00000295810	ENST00000425480.2	ENST00000425480
PGOHUM00000293101	ENST00000554269.1	ENST00000554269
PGOHUM00000300927	ENST00000477670.1	ENST00000477670
PGOHUM00000303725	ENST00000414230.2	ENST00000414230
PGOHUM00000303864	ENST00000635982.1	ENST00000635982
PGOHUM00000304178	ENST00000443005.1	ENST00000443005
PGOHUM00000299898	ENST00000603335.1	ENST00000603335
PGOHUM00000305955	ENST00000636676.1	ENST00000636676
PGOHUM00000301973	ENST00000401791.2	ENST00000401791
PGOHUM00000307534	ENST00000554836.2	ENST00000554836
PGOHUM00000290934	ENST00000527276.1	ENST00000527276
PGOHUM00000305268	ENST00000435341.1	ENST00000435341
PGOHUM00000304445	ENST00000423876.2	ENST00000423876
PGOHUM00000291840	ENST00000546033.1	ENST00000546033
PGOHUM00000292653	ENST00000554632.2	ENST00000554632
PGOHUM00000296232	ENST00000457096.1	ENST00000457096
PGOHUM00000293649	ENST00000571789.1	ENST00000571789
PGOHUM00000303310	ENST00000521219.2	ENST00000521219
PGOHUM00000297199	ENST00000604687.1	ENST00000604687
PGOHUM00000296974	ENST00000445368.1	ENST00000445368
PGOHUM00000308473	ENST00000509121.2	ENST00000509121
PGOHUM00000298299	ENST00000420063.2	ENST00000420063
PGOHUM00000290886	ENST00000532859.1	ENST00000532859
PGOHUM00000299983	ENST00000515076.1	ENST00000515076
PGOHUM00000302926	ENST00000588755.3	ENST00000588755
PGOHUM00000298272	ENST00000420310.2	ENST00000420310
PGOHUM00000291362	ENST00000552016.1	ENST00000552016
PGOHUM00000293061	ENST00000560500.1	ENST00000560500
PGOHUM00000304164	ENST00000417620.2	ENST00000417620
PGOHUM00000295607	ENST00000425821.2	ENST00000425821
PGOHUM00000308591	ENST00000452418.1	ENST00000452418
PGOHUM00000299539	ENST00000605304.1	ENST00000605304
PGOHUM00000299476	ENST00000479042.1	ENST00000479042
PGOHUM00000301887	ENST00000574491.1	ENST00000574491
PGOHUM00000292321	ENST00000556211.1	ENST00000556211
PGOHUM00000296118	ENST00000456364.1	ENST00000456364
PGOHUM00000302855	ENST00000437672.1	ENST00000437672
PGOHUM00000296993	ENST00000450070.1	ENST00000450070
PGOHUM00000299388	ENST00000443010.1	ENST00000443010
PGOHUM00000304680	ENST00000446748.1	ENST00000446748
PGOHUM00000299211	ENST00000463605.1	ENST00000463605
PGOHUM00000302128	ENST00000427137.1	ENST00000427137
PGOHUM00000295898	ENST00000431423.2	ENST00000431423
PGOHUM00000294575	ENST00000580230.1	ENST00000580230
PGOHUM00000305867	ENST00000534504.2	ENST00000534504
PGOHUM00000293664	ENST00000567330.1	ENST00000567330
PGOHUM00000293192	ENST00000564149.1	ENST00000564149
PGOHUM00000304818	ENST00000418991.1	ENST00000418991
PGOHUM00000311870	ENST00000427762.1	ENST00000427762
PGOHUM00000293476	ENST00000565821.1	ENST00000565821
PGOHUM00000303389	ENST00000431302.2	ENST00000431302
PGOHUM00000300834	ENST00000500444.3	ENST00000500444
PGOHUM00000311383	ENST00000415634.1	ENST00000415634
PGOHUM00000311643	ENST00000570019.1	ENST00000570019
PGOHUM00000294630	ENST00000579571.1	ENST00000579571
PGOHUM00000299838	ENST00000497656.2	ENST00000497656
PGOHUM00000303722	ENST00000419465.1	ENST00000419465
PGOHUM00000289893	ENST00000415223.1	ENST00000415223
PGOHUM00000305057	ENST00000419078.1	ENST00000419078
PGOHUM00000295170	ENST00000637688.2	ENST00000637688
PGOHUM00000300501	ENST00000430907.2	ENST00000430907
PGOHUM00000302342	ENST00000419546.1	ENST00000419546
PGOHUM00000291203	ENST00000388966.4	ENST00000388966
PGOHUM00000290691	ENST00000528257.1	ENST00000528257
PGOHUM00000303009	ENST00000615227.1	ENST00000615227
PGOHUM00000304321	ENST00000437667.1	ENST00000437667
PGOHUM00000301083	ENST00000519581.1	ENST00000519581
PGOHUM00000310420	ENST00000420880.1	ENST00000420880
PGOHUM00000296298	ENST00000391730.2	ENST00000391730
PGOHUM00000311066	ENST00000604299.1	ENST00000604299
PGOHUM00000296645	ENST00000422817.2	ENST00000422817
PGOHUM00000301932	ENST00000407291.1	ENST00000407291
PGOHUM00000303007	ENST00000450025.1	ENST00000450025
PGOHUM00000305567	ENST00000418188.1	ENST00000418188
PGOHUM00000301399	ENST00000398586.2	ENST00000398586
PGOHUM00000291872	ENST00000400596.2	ENST00000400596
PGOHUM00000311599	ENST00000668677.1	ENST00000668677
PGOHUM00000295670	ENST00000428836.2	ENST00000428836
PGOHUM00000299880	ENST00000506662.2	ENST00000506662
PGOHUM00000295829	ENST00000401004.2	ENST00000401004
PGOHUM00000300624	ENST00000445744.3	ENST00000445744
PGOHUM00000295574	ENST00000412962.4	ENST00000412962
PGOHUM00000293668	ENST00000567157.1	ENST00000567157
PGOHUM00000296098	ENST00000412876.1	ENST00000412876
PGOHUM00000299204	ENST00000492841.1	ENST00000492841
PGOHUM00000293010	ENST00000558669.2	ENST00000558669
PGOHUM00000305744	ENST00000435696.1	ENST00000435696
PGOHUM00000301820	ENST00000407033.2	ENST00000407033
PGOHUM00000297061	ENST00000395517.2	ENST00000395517
PGOHUM00000292339	ENST00000555080.1	ENST00000555080
PGOHUM00000294624	ENST00000583290.1	ENST00000583290
PGOHUM00000295564	ENST00000604816.1	ENST00000604816
PGOHUM00000303683	ENST00000521318.1	ENST00000521318
PGOHUM00000294394	ENST00000584248.1	ENST00000584248
PGOHUM00000299235	ENST00000464731.1	ENST00000464731
PGOHUM00000292844	ENST00000611806.1	ENST00000611806
PGOHUM00000301427	ENST00000428697.1	ENST00000428697
PGOHUM00000297477	ENST00000510112.1	ENST00000510112
PGOHUM00000289827	ENST00000605122.1	ENST00000605122
PGOHUM00000295069	ENST00000594454.1	ENST00000594454
PGOHUM00000291095	ENST00000530835.1	ENST00000530835
PGOHUM00000293728	ENST00000611227.1	ENST00000611227
PGOHUM00000290728	ENST00000532126.1	ENST00000532126
PGOHUM00000290804	ENST00000435337.1	ENST00000435337
PGOHUM00000298027	ENST00000414800.1	ENST00000414800
PGOHUM00000296500	ENST00000642174.1	ENST00000642174
PGOHUM00000302075	ENST00000417617.1	ENST00000417617
PGOHUM00000304691	ENST00000425885.1	ENST00000425885
PGOHUM00000299474	ENST00000496376.1	ENST00000496376
PGOHUM00000291585	ENST00000478056.2	ENST00000478056
PGOHUM00000300640	ENST00000517330.1	ENST00000517330
PGOHUM00000299369	ENST00000415266.1	ENST00000415266
PGOHUM00000305086	ENST00000428215.2	ENST00000428215
PGOHUM00000291753	ENST00000548429.1	ENST00000548429
PGOHUM00000305790	ENST00000420810.1	ENST00000420810
PGOHUM00000306156	ENST00000430315.2	ENST00000430315
PGOHUM00000308225	ENST00000631386.2	ENST00000631386
PGOHUM00000293483	ENST00000513369.2	ENST00000513369
PGOHUM00000291965	ENST00000403471.6	ENST00000403471
PGOHUM00000293234	ENST00000559987.2	ENST00000559987
PGOHUM00000294663	ENST00000578420.1	ENST00000578420
PGOHUM00000291122	ENST00000463339.1	ENST00000463339
PGOHUM00000299518	ENST00000480493.1	ENST00000480493
PGOHUM00000299186	ENST00000485187.1	ENST00000485187
PGOHUM00000310763	ENST00000502532.1	ENST00000502532
PGOHUM00000311426	ENST00000647565.1	ENST00000647565
PGOHUM00000296657	ENST00000468716.2	ENST00000468716
PGOHUM00000294891	ENST00000601666.2	ENST00000601666
PGOHUM00000300041	ENST00000514997.1	ENST00000514997
PGOHUM00000304324	ENST00000415024.1	ENST00000415024
PGOHUM00000300391	ENST00000504966.2	ENST00000504966
PGOHUM00000300586	ENST00000504372.1	ENST00000504372
PGOHUM00000294805	ENST00000592830.1	ENST00000592830
PGOHUM00000292241	ENST00000429024.1	ENST00000429024
PGOHUM00000290692	ENST00000492327.1	ENST00000492327
PGOHUM00000304417	ENST00000449172.1	ENST00000449172
PGOHUM00000301996	ENST00000406985.2	ENST00000406985
PGOHUM00000292202	ENST00000432974.1	ENST00000432974
PGOHUM00000297814	ENST00000403125.1	ENST00000403125
PGOHUM00000295147	ENST00000604182.1	ENST00000604182
PGOHUM00000293635	ENST00000562089.2	ENST00000562089
PGOHUM00000304722	ENST00000604895.1	ENST00000604895
PGOHUM00000297665	ENST00000440562.1	ENST00000440562
PGOHUM00000292186	ENST00000440529.1	ENST00000440529
PGOHUM00000304684	ENST00000425607.1	ENST00000425607
PGOHUM00000302264	ENST00000411872.1	ENST00000411872
PGOHUM00000303928	ENST00000605734.1	ENST00000605734
PGOHUM00000304344	ENST00000376459.3	ENST00000376459
PGOHUM00000302013	ENST00000441609.1	ENST00000441609
PGOHUM00000290891	ENST00000636321.1	ENST00000636321
PGOHUM00000294440	ENST00000590052.1	ENST00000590052
PGOHUM00000300080	ENST00000503381.1	ENST00000503381
PGOHUM00000303672	ENST00000519164.1	ENST00000519164
PGOHUM00000296123	ENST00000447914.2	ENST00000447914
PGOHUM00000305793	ENST00000431853.1	ENST00000431853
PGOHUM00000295307	ENST00000596787.1	ENST00000596787
PGOHUM00000299182	ENST00000479738.1	ENST00000479738
PGOHUM00000291144	ENST00000436610.3	ENST00000436610
PGOHUM00000303114	ENST00000526681.1	ENST00000526681
PGOHUM00000294075	ENST00000621554.1	ENST00000621554
PGOHUM00000302106	ENST00000438427.1	ENST00000438427
PGOHUM00000296379	ENST00000444546.1	ENST00000444546
PGOHUM00000290547	ENST00000491725.1	ENST00000491725
PGOHUM00000292042	ENST00000446203.2	ENST00000446203
PGOHUM00000304769	ENST00000603879.1	ENST00000603879
PGOHUM00000292185	ENST00000446207.1	ENST00000446207
PGOHUM00000291630	ENST00000546669.1	ENST00000546669
PGOHUM00000299294	ENST00000498782.1	ENST00000498782
PGOHUM00000289745	ENST00000447253.1	ENST00000447253
PGOHUM00000290716	ENST00000447151.1	ENST00000447151
PGOHUM00000294062	ENST00000582638.1	ENST00000582638
PGOHUM00000298902	ENST00000603556.1	ENST00000603556
PGOHUM00000300638	ENST00000512973.1	ENST00000512973
PGOHUM00000292424	ENST00000595442.1	ENST00000595442
PGOHUM00000303865	ENST00000412626.2	ENST00000412626
PGOHUM00000303615	ENST00000521259.1	ENST00000521259
PGOHUM00000301686	ENST00000493462.2	ENST00000493462
PGOHUM00000305047	ENST00000441060.2	ENST00000441060
PGOHUM00000304360	ENST00000454946.2	ENST00000454946
PGOHUM00000291211	ENST00000479743.1	ENST00000479743
PGOHUM00000299363	ENST00000450678.1	ENST00000450678
PGOHUM00000304144	ENST00000430740.1	ENST00000430740
PGOHUM00000302934	ENST00000469405.1	ENST00000469405
PGOHUM00000300542	ENST00000502347.1	ENST00000502347
PGOHUM00000308292	ENST00000291129.4	ENST00000291129
PGOHUM00000303569	ENST00000519669.1	ENST00000519669
PGOHUM00000301844	ENST00000616471.1	ENST00000616471
PGOHUM00000311757	ENST00000509298.1	ENST00000509298
PGOHUM00000298213	ENST00000451721.1	ENST00000451721
PGOHUM00000305616	ENST00000610687.1	ENST00000610687
PGOHUM00000295042	ENST00000455211.1	ENST00000455211
PGOHUM00000292126	ENST00000437678.1	ENST00000437678
PGOHUM00000291759	ENST00000533085.2	ENST00000533085
PGOHUM00000290893	ENST00000604478.1	ENST00000604478
PGOHUM00000290985	ENST00000533936.1	ENST00000533936
PGOHUM00000292601	ENST00000557705.1	ENST00000557705
PGOHUM00000302908	ENST00000420179.1	ENST00000420179
PGOHUM00000303951	ENST00000422293.1	ENST00000422293
PGOHUM00000290979	ENST00000427941.1	ENST00000427941
PGOHUM00000308587	ENST00000552852.1	ENST00000552852
PGOHUM00000291808	ENST00000551552.1	ENST00000551552
PGOHUM00000291474	ENST00000490729.1	ENST00000490729
PGOHUM00000301298	ENST00000455287.1	ENST00000455287
PGOHUM00000302240	ENST00000453691.1	ENST00000453691
PGOHUM00000294281	ENST00000578296.1	ENST00000578296
PGOHUM00000289820	ENST00000412710.1	ENST00000412710
PGOHUM00000294371	ENST00000583907.1	ENST00000583907
PGOHUM00000295597	ENST00000446498.1	ENST00000446498
PGOHUM00000304529	ENST00000618062.1	ENST00000618062
PGOHUM00000296803	ENST00000617978.1	ENST00000617978
PGOHUM00000305728	ENST00000438459.1	ENST00000438459
PGOHUM00000291463	ENST00000549577.2	ENST00000549577
PGOHUM00000298098	ENST00000411629.1	ENST00000411629
PGOHUM00000289883	ENST00000435889.1	ENST00000435889
PGOHUM00000298428	ENST00000422792.1	ENST00000422792
PGOHUM00000291258	ENST00000359165.5	ENST00000359165
PGOHUM00000311699	ENST00000344851.4	ENST00000344851
PGOHUM00000304586	ENST00000413837.1	ENST00000413837
PGOHUM00000298073	ENST00000604721.1	ENST00000604721
PGOHUM00000293590	ENST00000564203.1	ENST00000564203
PGOHUM00000299376	ENST00000412792.1	ENST00000412792
PGOHUM00000303302	ENST00000605538.1	ENST00000605538
PGOHUM00000298137	ENST00000455518.1	ENST00000455518
PGOHUM00000305343	ENST00000427194.1	ENST00000427194
PGOHUM00000304024	ENST00000422463.1	ENST00000422463
PGOHUM00000300757	ENST00000467206.1	ENST00000467206
PGOHUM00000290140	ENST00000623642.2	ENST00000623642
PGOHUM00000301421	ENST00000403105.1	ENST00000403105
PGOHUM00000297900	ENST00000454972.1	ENST00000454972
PGOHUM00000294527	ENST00000413214.3	ENST00000413214
PGOHUM00000301617	ENST00000403291.1	ENST00000403291
PGOHUM00000292600	ENST00000604278.1	ENST00000604278
PGOHUM00000300476	ENST00000514865.2	ENST00000514865
PGOHUM00000298480	ENST00000426657.1	ENST00000426657
PGOHUM00000300846	ENST00000511668.1	ENST00000511668
PGOHUM00000298203	ENST00000412746.2	ENST00000412746
PGOHUM00000291795	ENST00000488371.1	ENST00000488371
PGOHUM00000303521	ENST00000522175.7	ENST00000522175
PGOHUM00000295965	ENST00000441426.1	ENST00000441426
PGOHUM00000302663	ENST00000637757.1	ENST00000637757
PGOHUM00000303003	ENST00000416316.1	ENST00000416316
PGOHUM00000299616	ENST00000637590.2	ENST00000637590
PGOHUM00000301092	ENST00000504283.1	ENST00000504283
PGOHUM00000294222	ENST00000471402.1	ENST00000471402
PGOHUM00000301548	ENST00000401879.2	ENST00000401879
PGOHUM00000297641	ENST00000427789.3	ENST00000427789
PGOHUM00000296122	ENST00000420757.1	ENST00000420757
PGOHUM00000293700	ENST00000564888.2	ENST00000564888
PGOHUM00000305212	ENST00000331267.5	ENST00000331267
PGOHUM00000303269	ENST00000517577.2	ENST00000517577
PGOHUM00000293048	ENST00000558149.1	ENST00000558149
PGOHUM00000305116	ENST00000615934.1	ENST00000615934
PGOHUM00000293389	ENST00000562876.1	ENST00000562876
PGOHUM00000290186	ENST00000425765.1	ENST00000425765
PGOHUM00000303547	ENST00000512867.2	ENST00000512867
PGOHUM00000300783	ENST00000514574.1	ENST00000514574
PGOHUM00000297561	ENST00000395613.2	ENST00000395613
PGOHUM00000308127	ENST00000617613.1	ENST00000617613
PGOHUM00000298505	ENST00000427434.2	ENST00000427434
PGOHUM00000299657	ENST00000459811.1	ENST00000459811
PGOHUM00000305253	ENST00000438594.2	ENST00000438594
PGOHUM00000308430	ENST00000429813.1	ENST00000429813
PGOHUM00000291086	ENST00000526739.1	ENST00000526739
PGOHUM00000299624	ENST00000492880.1	ENST00000492880
PGOHUM00000310569	ENST00000447117.1	ENST00000447117
PGOHUM00000292557	ENST00000613638.1	ENST00000613638
PGOHUM00000312551	ENST00000422642.6	ENST00000422642
PGOHUM00000307528	ENST00000555532.2	ENST00000555532
PGOHUM00000290534	ENST00000609961.1	ENST00000609961
PGOHUM00000292949	ENST00000559385.1	ENST00000559385
PGOHUM00000303923	ENST00000616397.1	ENST00000616397
PGOHUM00000311314	ENST00000478739.2	ENST00000478739
PGOHUM00000302107	ENST00000603383.1	ENST00000603383
