id	chr	start	end	strand	parent	fraction	identity	e-value	class	families
PGOHUM00000242741	11	57911952	57912863	+	ENSP00000308714	0.97	0.574	0.0	Processed	PF00001;
PGOHUM00000242743	11	58652886	58660930	+	ENSP00000322223	0.94	0.75	0.0	Duplicated	PF06021;
PGOHUM00000242744	11	58746726	58761185	+	ENSP00000322223	0.98	0.7	0.0	Duplicated	PF06021;
PGOHUM00000242745	11	58810961	58818444	+	ENSP00000322223	0.93	0.8	0.0	Duplicated	PF06021;
PGOHUM00000242747	11	58854525	58862256	+	ENSP00000322223	0.93	0.79	0.0	Duplicated	PF06021;
PGOHUM00000242749	11	59244903	59245835	+	ENSP00000320077	1.0	0.814	0.0	Processed	PF00001;
PGOHUM00000242750	11	59259125	59260029	+	ENSP00000320077	0.97	0.805	0.0	Processed	PF00001;
PGOHUM00000242751	11	59299227	59300168	+	ENSP00000328563	0.97	0.749	0.0	Processed	PF00001;
PGOHUM00000242752	11	59496147	59496893	+	ENSP00000314324	0.78	0.476	2.0E-32	Processed	PF00001;
PGOHUM00000242753	11	59516287	59517035	+	ENSP00000314324	0.78	0.554	0.0	Processed	PF00001;
PGOHUM00000242754	11	59844823	59845874	+	ENSP00000309503	0.98	0.8	2.0E-39	Duplicated	PF00244;
PGOHUM00000242755	11	61404152	61405109	+	ENSP00000339027	1.0	0.9	0.0	Processed	PF00428;PF00466;
PGOHUM00000242757	11	62098420	62099288	+	ENSP00000296930	1.0	0.878	0.0	Processed	PF03066;
PGOHUM00000242759	11	62814257	62815593	+	ENSP00000248437	1.0	0.765	0.0	Processed	PF00091;PF03953;
PGOHUM00000242760	11	63010602	63011506	+	ENSP00000261254	0.95	0.79	0.0	Duplicated	PF00134;PF02984;
PGOHUM00000242763	11	63236848	63238547	+	ENSP00000418719	0.78	0.55	0.0	Duplicated	PF00096;PF01352;
PGOHUM00000242765	11	63399694	63400192	+	ENSP00000278200	1.0	0.886	0.0	Processed	PF00717;
PGOHUM00000242766	11	64649007	64649334	+	ENSP00000367806	0.99	0.523	3.0E-16	Processed	PF00380;
PGOHUM00000242768	11	65494410	65495685	+	ENSP00000293308	1.0	0.64	0.0	Processed	PF00038;
PGOHUM00000250405	11	67555831	67557625	+	ENSP00000262374	0.17	0.81	2.0E-14	Duplicated	PF00534;
PGOHUM00000250407	11	67787181	67795403	+	ENSP00000255084	0.8	0.85	0.0	Duplicated	PF00171;
PGOHUM00000242778	11	71304833	71305423	+	ENSP00000340453	0.88	0.513	3.99931E-42	Processed	PF00001;
PGOHUM00000242782	11	71380566	71381340	+	ENSP00000346050	1.0	0.784	0.0	Processed	PF01015;
PGOHUM00000242783	11	71433189	71491360	+	ENSP00000332656	0.84	0.54	8.0E-19	Duplicated	PF01663;
PGOHUM00000242785	11	71574518	71574701	+	ENSP00000382951	0.78	0.952	2.0E-29	Processed	PF00711;
PGOHUM00000250409	11	71604540	71605364	+	ENSP00000411718	1.0	0.887	0.0	Processed	PF00001;
PGOHUM00000250410	11	71614270	71615141	+	ENSP00000345563	0.93	0.562	0.0	Processed	PF00001;
PGOHUM00000242788	11	71842328	71842955	+	ENSP00000391141	0.97	0.423	5.0E-17	Processed	PF00834;
PGOHUM00000242789	11	71869877	71870780	+	ENSP00000308137	0.79	0.85	5.0E-25	Duplicated	PF03024;
PGOHUM00000250411	11	71991195	71992151	+	ENSP00000397645	0.99	0.67	5.0E-38	Duplicated	PF00642;
PGOHUM00000242794	11	72419231	72419607	+	ENSP00000230050	0.98	0.646	8.0E-19	Processed	PF01248;
PGOHUM00000242795	11	72651543	72652151	+	ENSP00000309334	1.0	0.842	0.0	Processed	PF00827;
PGOHUM00000242797	11	73163073	73163465	+	ENSP00000359128	0.97	0.561	4.0E-22	Processed	PF03066;
PGOHUM00000242802	11	74065488	74066313	+	ENSP00000333504	0.86	0.917	0.0	Processed	PF00076;
PGOHUM00000242804	11	74193295	74193589	+	ENSP00000307786	1.0	0.686	6.0E-29	Processed	PF00034;
PGOHUM00000242806	11	74630632	74631007	+	ENSP00000264258	1.0	0.848	2.0E-34	Processed	PF01198;
PGOHUM00000242808	11	75353690	75356134	+	ENSP00000274242	0.87	0.71	4.0E-14	Duplicated	PF01907;
PGOHUM00000242811	11	77024653	77025080	+	ENSP00000355566	0.99	0.91	0.0	Processed	PF02064;
PGOHUM00000250413	11	78095254	78096782	+	ENSP00000359802	1.0	0.824	0.0	Processed	PF00096;PF01352;PF02023;
PGOHUM00000242813	11	79698556	79700675	+	ENSP00000257789	1.0	0.883	0.0	Processed	PF07034;
PGOHUM00000242814	11	80668398	80668679	+	ENSP00000404078	0.84	0.621	2.0E-23	Processed	PF02046;
PGOHUM00000242817	11	81263268	81263581	+	ENSP00000354728	1.0	0.654	3.0E-27	Processed	PF00420;
PGOHUM00000242818	11	81263578	81264945	+	ENSP00000354961	1.0	0.635	0.0	Processed	PF00361;PF01059;
PGOHUM00000242819	11	81265179	81266936	+	ENSP00000354813	0.98	0.685	0.0	Processed	PF00361;PF00662;PF06455;
PGOHUM00000242820	11	81267539	81268390	+	ENSP00000354554	0.75	0.673	0.0	Processed	PF00032;PF00033;
PGOHUM00000242821	11	82516396	82517553	+	ENSP00000359645	1.0	0.88	0.0	Processed	PF00076;PF08081;
PGOHUM00000242822	11	82546554	82548266	+	ENSP00000364119	1.0	0.77	2.0E-28	Duplicated	PF01873;
PGOHUM00000242824	11	82843080	82845400	+	ENSP00000358554	0.92	0.83	0.0	Duplicated	PF05700;
PGOHUM00000242825	11	82920441	82920677	+	ENSP00000311083	1.0	0.949	4.0E-32	Processed	PF01111;
PGOHUM00000242826	11	82924047	82924443	+	ENSP00000380156	1.0	0.831	9.0E-29	Processed	PF01655;
PGOHUM00000242827	11	83039969	83040291	+	ENSP00000307786	1.0	0.701	8.0E-28	Processed	PF00034;
PGOHUM00000242829	11	84351036	84351605	+	ENSP00000346022	1.0	0.818	0.0	Processed	PF00347;
PGOHUM00000242830	11	85568129	85569420	+	ENSP00000217426	1.0	0.782	0.0	Processed	PF00670;PF05221;
PGOHUM00000242831	11	85645780	85646693	+	ENSP00000215882	0.98	0.856	0.0	Processed	PF00153;
PGOHUM00000242832	11	85906176	85907307	+	ENSP00000303423	1.0	0.905	0.0	Processed	PF01239;
PGOHUM00000242835	11	86143141	86143630	+	ENSP00000359685	0.94	0.799	0.0	Processed	PF00102;PF00782;
PGOHUM00000242836	11	86735626	86736818	+	ENSP00000391047	1.0	0.85	0.0	Duplicated	PF00076;
PGOHUM00000250415	11	89372395	89391912	+	ENSP00000344086	0.73	0.94	5.0E-29	Duplicated	PF02225;
PGOHUM00000242840	11	89464182	89467951	+	ENSP00000263577	1.0	0.749	0.0	Processed	PF00041;PF00047;PF07679;PF07686;
PGOHUM00000242842	11	89510149	89513946	+	ENSP00000404932	0.63	0.98	0.0	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000242843	11	89519114	89521005	+	ENSP00000296657	1.0	0.7	0.0	Duplicated	PF00023;
PGOHUM00000242844	11	89554961	89560084	+	ENSP00000339355	0.9	0.87	0.0	Duplicated	PF00622;
PGOHUM00000242846	11	89621080	89622702	+	ENSP00000365141	0.84	0.71	8.00141E-43	Duplicated	PF00622;
PGOHUM00000242847	11	89622732	89623134	+	ENSP00000365118	0.73	0.481	6.0E-21	Processed	PF00622;
PGOHUM00000242850	11	89677268	89680488	+	ENSP00000263577	0.85	0.741	0.0	Processed	PF00041;PF00047;PF07679;PF07686;
PGOHUM00000242858	11	92648063	92649769	+	ENSP00000398553	0.81	0.71	5.0E-40	Duplicated	PF00009;
PGOHUM00000242859	11	92670609	92670833	+	ENSP00000272348	1.0	0.737	9.0E-21	Processed	PF01423;
PGOHUM00000242861	11	93268635	93268981	+	ENSP00000267884	0.85	0.94	7.0E-34	Processed	PF02290;
PGOHUM00000242862	11	94646212	94647302	+	ENSP00000216218	0.99	0.887	0.0	Processed	PF00515;PF07719;
PGOHUM00000250418	11	94770754	94771089	+	ENSP00000399565	1.0	0.92	0.0	Processed	PF00076;
PGOHUM00000242868	11	94782586	94784028	+	ENSP00000397239	0.98	0.843	0.0	Processed	PF02373;PF02375;
PGOHUM00000242872	11	95696383	95696785	+	ENSP00000380156	1.0	0.765	4.0E-28	Processed	PF01655;
PGOHUM00000242875	11	100537196	100537690	+	ENSP00000419425	0.99	0.885	0.0	Processed	PF00160;
PGOHUM00000242878	11	102165791	102166534	+	ENSP00000369757	1.0	0.815	0.0	Processed	PF01092;
PGOHUM00000242881	11	102751224	102751573	+	ENSP00000331369	1.0	0.709	3.0E-20	Processed	PF01722;
PGOHUM00000242882	11	102915966	102916438	+	ENSP00000346027	1.0	0.775	3.0E-36	Processed	PF01157;
PGOHUM00000242884	11	105577025	105578660	+	ENSP00000340019	1.0	0.647	0.0	Processed	PF00118;
PGOHUM00000242886	11	106181258	106182518	+	ENSP00000219627	0.86	0.735	0.0	Processed	PF07145;
PGOHUM00000242887	11	106694772	106695680	+	ENSP00000379400	0.15	0.96	5.0E-20	Duplicated	PF00270;PF00271;
PGOHUM00000242888	11	107047012	107048253	+	ENSP00000253004	1.0	0.867	0.0	Processed	PF00764;
PGOHUM00000250419	11	109852918	109853680	+	ENSP00000410848	0.99	0.76	0.0	Processed	PF00318;
PGOHUM00000242890	11	109920253	109920882	+	ENSP00000215587	1.0	0.852	0.0	Processed	PF01191;PF03871;
PGOHUM00000242891	11	111734977	111735180	+	ENSP00000359675	1.0	0.882	6.0E-26	Processed	PF00631;
PGOHUM00000242892	11	112051496	112052645	+	ENSP00000221200	0.72	0.92	0.0	Duplicated	PF00805;PF02214;
PGOHUM00000242895	11	113582442	113583106	+	ENSP00000356200	0.85	0.826	0.0	Processed	PF00472;PF03462;
PGOHUM00000242896	11	113640382	113640718	+	ENSP00000234301	1.0	0.798	3.0E-38	Processed	PF02238;
PGOHUM00000242901	11	114323796	114324847	+	ENSP00000280614	0.83	0.783	0.0	Processed	PF03372;
PGOHUM00000242903	11	114453984	114455271	+	ENSP00000357621	0.88	0.71	0.0	Processed	PF00850;
PGOHUM00000242905	11	117006233	117009299	+	ENSP00000325917	0.35	0.92	0.0	Duplicated	PF00082;PF01483;
PGOHUM00000242906	11	118431405	118432292	+	ENSP00000359345	1.0	0.889	0.0	Processed	PF00861;
PGOHUM00000242912	11	122831035	122831793	+	ENSP00000358737	1.0	0.764	0.0	Processed	PF05405;
PGOHUM00000242914	11	122906577	122906922	+	ENSP00000378160	0.97	0.757	9.0E-19	Processed	PF01199;
PGOHUM00000242915	11	122921834	122922186	+	ENSP00000264258	0.99	0.653	4.0E-20	Processed	PF01198;
PGOHUM00000242916	11	123925524	123926409	+	ENSP00000364161	0.95	0.53	0.0	Processed	PF00001;
PGOHUM00000242917	11	124029128	124030009	+	ENSP00000333960	0.99	0.718	0.0	Processed	PF00001;
PGOHUM00000250420	11	124077902	124078819	+	ENSP00000344453	0.99	0.756	0.0	Processed	PF00001;
PGOHUM00000250421	11	124085474	124086376	+	ENSP00000344453	0.97	0.797	0.0	Processed	PF00001;
PGOHUM00000250422	11	124095437	124096356	+	ENSP00000344453	0.99	0.811	0.0	Processed	PF00001;
PGOHUM00000250423	11	124109122	124110243	+	ENSP00000344453	1.0	0.74	1.4013E-45	Duplicated	PF00001;
PGOHUM00000242920	11	124134840	124135631	+	ENSP00000348175	0.96	0.449	0.0	Processed	PF00001;
PGOHUM00000242922	11	124330436	124331383	+	ENSP00000284287	0.97	0.744	0.0	Processed	PF00001;
PGOHUM00000242924	11	124471480	124472116	+	ENSP00000284287	0.74	0.504	6.0E-21	Processed	PF00001;
PGOHUM00000242925	11	124661126	124661555	+	ENSP00000389235	0.47	0.86	2.0E-25	Duplicated	PF07679;
PGOHUM00000242926	11	125937435	125938495	+	ENSP00000261182	0.91	0.896	0.0	Processed	PF00956;
PGOHUM00000242927	11	127527463	127527753	+	ENSP00000274787	0.92	0.633	1.0E-16	Processed	PF04588;
PGOHUM00000242928	11	129407764	129408009	+	ENSP00000357555	0.98	0.732	6.0E-23	Processed	PF01667;
PGOHUM00000242931	11	129910498	129910963	+	ENSP00000385621	1.0	0.534	8.0E-13	Processed	PF00826;
PGOHUM00000242932	11	130164970	130166948	+	ENSP00000263239	1.0	0.873	0.0	Processed	PF00270;PF00271;
PGOHUM00000239966	2	3665141	3665347	-	ENSP00000370012	1.0	0.913	5.0E-27	Processed	PF01290;
PGOHUM00000239967	2	3735582	3736571	-	ENSP00000229239	0.99	0.722	0.0	Processed	PF00044;PF02800;
PGOHUM00000239968	2	4561908	4562646	-	ENSP00000377408	0.99	0.837	0.0	Processed	PF03066;
PGOHUM00000239972	2	7876570	7877226	-	ENSP00000262193	1.0	0.583	4.06377E-44	Processed	PF00227;
PGOHUM00000239973	2	9158392	9159028	-	ENSP00000406375	0.99	0.651	2.0E-31	Processed	PF00505;
PGOHUM00000239974	2	9221527	9221856	-	ENSP00000379382	1.0	0.783	3.0E-34	Processed	PF01248;
PGOHUM00000239975	2	9411420	9411757	-	ENSP00000419449	0.99	0.868	2.0E-38	Processed	PF01253;
PGOHUM00000239981	2	15537562	15537906	-	ENSP00000348849	1.0	0.765	6.0E-28	Processed	PF01283;
PGOHUM00000239982	2	17035084	17036550	-	ENSP00000309431	0.71	0.74	0.0	Duplicated	PF00091;PF03953;
PGOHUM00000239983	2	20183884	20185006	-	ENSP00000304670	0.93	0.603	2.0E-39	Processed	PF00097;
PGOHUM00000239984	2	20355382	20355818	-	ENSP00000251453	1.0	0.76	0.0	Processed	PF00380;
PGOHUM00000239985	2	20439653	20440807	-	ENSP00000329715	1.0	0.886	0.0	Processed	PF01926;PF02824;
PGOHUM00000239987	2	20806043	20806414	-	ENSP00000236900	1.0	0.864	7.0E-24	Processed	PF03297;
PGOHUM00000239989	2	21585164	21586897	-	ENSP00000219169	0.98	0.75	7.0E-18	Duplicated	PF02136;
PGOHUM00000239990	2	24095135	24095884	-	ENSP00000359991	0.98	0.824	0.0	Processed	PF00300;
PGOHUM00000239992	2	25302773	25304558	-	ENSP00000367923	1.0	0.84	0.0	Duplicated	PF00549;PF08442;
PGOHUM00000239996	2	26251077	26251481	-	ENSP00000309433	1.0	0.874	0.0	Processed	PF03966;
PGOHUM00000239997	2	26324195	26325005	-	ENSP00000341885	0.99	0.582	1.0E-22	Processed	PF00333;PF03719;
PGOHUM00000239998	2	26363142	26364133	-	ENSP00000352540	0.97	0.79	7.0E-19	Duplicated	PF00822;
PGOHUM00000239999	2	26901093	26901403	-	ENSP00000371103	0.99	0.769	4.0E-38	Processed	PF01907;
PGOHUM00000240001	2	27615654	27616234	-	ENSP00000273550	1.0	0.871	0.0	Processed	PF00210;
PGOHUM00000240002	2	28118993	28120062	-	ENSP00000267103	0.95	0.607	5.0E-39	Processed	PF03690;
PGOHUM00000240004	2	28683004	28683224	-	ENSP00000272348	0.97	0.851	6.0E-23	Processed	PF01423;
PGOHUM00000240010	2	34064852	34065745	-	ENSP00000360671	1.0	0.886	0.0	Processed	PF00153;
PGOHUM00000240013	2	36526543	36526981	-	ENSP00000346027	0.97	0.768	8.96831E-44	Processed	PF01157;
PGOHUM00000240015	2	37421520	37421880	-	ENSP00000264258	0.97	0.802	2.0E-32	Processed	PF01198;
PGOHUM00000240018	2	39037579	39038796	-	ENSP00000253004	1.0	0.792	0.0	Processed	PF00764;
PGOHUM00000240019	2	39325293	39325565	-	ENSP00000398885	1.0	0.695	4.0E-13	Processed	PF00166;
PGOHUM00000240020	2	40606539	40606949	-	ENSP00000362773	0.88	0.664	2.0E-12	Processed	PF00639;
PGOHUM00000240021	2	42077346	42077741	-	ENSP00000230050	1.0	0.917	0.0	Processed	PF01248;
PGOHUM00000240022	2	42690279	42691137	-	ENSP00000265333	1.0	0.748	0.0	Processed	PF01459;
PGOHUM00000240026	2	43053465	43054757	-	ENSP00000319255	1.0	0.88	0.0	Duplicated	PF04968;PF04969;
PGOHUM00000240031	2	46231084	46231518	-	ENSP00000293842	1.0	0.759	8.0E-21	Processed	PF00467;
PGOHUM00000240032	2	46484002	46484314	-	ENSP00000346012	0.99	0.724	1.0E-27	Processed	PF00935;
PGOHUM00000250427	2	48024963	48025222	-	ENSP00000386655	0.77	0.703	2.0E-14	Processed	PF00935;
PGOHUM00000240036	2	48167003	48167354	-	ENSP00000405975	0.98	0.788	8.0E-32	Processed	PF00160;
PGOHUM00000240038	2	49142404	49143726	-	ENSP00000338615	1.0	0.812	0.0	Processed	PF00389;PF02826;
PGOHUM00000240042	2	52154023	52154458	-	ENSP00000292314	0.89	0.721	3.0E-16	Processed	PF08315;
PGOHUM00000240045	2	54256624	54257009	-	ENSP00000346027	0.81	0.791	4.00001E-41	Processed	PF01157;
PGOHUM00000240049	2	57275487	57276471	-	ENSP00000364119	1.0	0.693	0.0	Processed	PF01873;
PGOHUM00000240052	2	58687425	58689123	-	ENSP00000396301	1.0	0.917	0.0	Processed	PF07807;PF07808;
PGOHUM00000240053	2	60910011	60910379	-	ENSP00000382707	0.92	0.789	0.0	Processed	PF04505;
PGOHUM00000240054	2	60962028	60962850	-	ENSP00000286371	0.99	0.931	0.0	Processed	PF00287;
PGOHUM00000240055	2	61164277	61164817	-	ENSP00000409773	0.77	0.74	0.0	Processed	PF00076;PF08075;
PGOHUM00000240056	2	61165337	61165738	-	ENSP00000230050	1.0	0.844	0.0	Processed	PF01248;
PGOHUM00000240058	2	61816631	61816798	-	ENSP00000245458	1.0	0.75	9.0E-19	Processed	PF00253;
PGOHUM00000240061	2	62734680	62734958	-	ENSP00000274242	1.0	0.68	3.0E-16	Processed	PF01907;
PGOHUM00000240062	2	62759716	62760194	-	ENSP00000346027	1.0	0.95	0.0	Processed	PF01157;
PGOHUM00000240063	2	62779715	62780569	-	ENSP00000317606	0.88	0.691	0.0	Processed	PF00266;
PGOHUM00000240064	2	62788081	62788558	-	ENSP00000260443	0.99	0.864	0.0	Processed	PF01246;
PGOHUM00000240065	2	63335231	63335564	-	ENSP00000253788	0.82	0.699	3.0E-14	Processed	PF00467;PF01777;
PGOHUM00000240067	2	63459588	63460712	-	ENSP00000275229	0.98	0.661	0.0	Processed	PF05308;
PGOHUM00000240068	2	63870415	63871171	-	ENSP00000353784	0.97	0.716	0.0	Processed	PF00900;PF08071;
PGOHUM00000240070	2	63978828	63979753	-	ENSP00000333504	0.99	0.792	0.0	Processed	PF00076;
PGOHUM00000240072	2	64574403	64574849	-	ENSP00000378393	0.94	0.886	0.0	Processed	PF00276;PF03939;
PGOHUM00000240073	2	65187232	65187750	-	ENSP00000363676	1.0	0.739	0.0	Processed	PF00281;PF00673;
PGOHUM00000240075	2	65727850	65729354	-	ENSP00000345575	0.94	0.81	0.0	Duplicated	PF09320;
PGOHUM00000240076	2	65738905	65739280	-	ENSP00000318646	1.0	0.809	1.96182E-44	Processed	PF00410;
PGOHUM00000240077	2	67047747	67049707	-	ENSP00000370132	0.72	0.7	0.0	Duplicated	PF00145;PF00855;
PGOHUM00000240079	2	68250829	68251707	-	ENSP00000247977	0.91	0.802	0.0	Processed	PF00646;
PGOHUM00000250429	2	68384596	68385254	-	ENSP00000384974	0.56	1.0	0.0	Duplicated	PF00036;
PGOHUM00000240083	2	69821876	69822190	-	ENSP00000404375	1.0	0.896	2.0E-36	Processed	PF00935;
PGOHUM00000240087	2	70480990	70481142	-	ENSP00000355315	1.0	0.961	6.0E-22	Processed	PF00832;
PGOHUM00000240088	2	71037933	71038606	-	ENSP00000315702	1.0	0.88	0.0	Processed	PF03637;
PGOHUM00000240089	2	71183029	71183364	-	ENSP00000284811	1.0	0.804	1.4013E-45	Processed	PF03931;
PGOHUM00000240091	2	72211310	72211564	-	ENSP00000009589	0.71	0.918	8.0E-38	Processed	PF00338;
PGOHUM00000240094	2	73927752	73928432	-	ENSP00000272425	1.0	0.868	0.0	Processed	PF00583;
PGOHUM00000240098	2	74845983	74848086	-	ENSP00000412196	0.84	0.69	2.0E-39	Duplicated	PF06309;
PGOHUM00000240099	2	74855455	74856069	-	ENSP00000305654	1.0	0.824	0.0	Processed	PF05832;
PGOHUM00000240100	2	74981797	74981946	-	ENSP00000397872	0.72	0.94	1.0E-18	Processed	PF01200;
PGOHUM00000240102	2	75878414	75878753	-	ENSP00000225504	0.97	0.833	6.00036E-42	Processed	PF06093;
PGOHUM00000240103	2	76333127	76334325	-	ENSP00000367909	0.94	0.708	0.0	Processed	PF00549;PF08442;
PGOHUM00000240104	2	76485160	76486023	-	ENSP00000354532	1.0	0.689	0.0	Processed	PF00896;
PGOHUM00000240106	2	78639923	78640220	-	ENSP00000307786	0.97	0.765	2.0E-36	Processed	PF00034;
PGOHUM00000240107	2	79362989	79364053	-	ENSP00000387410	0.79	0.75	7.0E-17	Duplicated	PF00059;
PGOHUM00000240109	2	79800841	79802804	-	ENSP00000239138	0.92	0.61	2.0E-32	Duplicated	PF00503;
PGOHUM00000240110	2	80389577	80390338	-	ENSP00000364639	0.96	0.953	0.0	Processed	PF00076;
PGOHUM00000240111	2	81421463	81428304	-	ENSP00000301030	0.86	0.804	0.0	Processed	PF00023;
PGOHUM00000240112	2	81645739	81646480	-	ENSP00000324205	0.91	0.651	2.0E-21	Processed	PF03357;
PGOHUM00000240114	2	82495862	82496801	-	ENSP00000345917	0.76	0.463	8.0E-11	Processed	PF08790;
PGOHUM00000240115	2	83044662	83045182	-	ENSP00000354665	1.0	0.586	4.0E-16	Processed	PF00499;
PGOHUM00000240117	2	84267036	84267887	-	ENSP00000225276	0.76	0.54	4.0E-17	Processed	PF00777;
PGOHUM00000240119	2	85004386	85005347	-	ENSP00000395337	1.0	0.831	0.0	Processed	PF00056;PF02866;
PGOHUM00000240121	2	85329511	85329817	-	ENSP00000302160	1.0	0.912	2.0E-27	Processed	PF01423;
PGOHUM00000240122	2	85489165	85489437	-	ENSP00000356177	1.0	0.88	2.0E-26	Processed	PF01423;
PGOHUM00000240123	2	85568404	85568961	-	ENSP00000261313	0.99	0.93	0.0	Processed	PF01161;
PGOHUM00000240125	2	85718051	85718903	-	ENSP00000346598	0.98	0.753	0.0	Processed	PF00318;
PGOHUM00000240129	2	87161583	87161945	-	ENSP00000184266	1.0	0.659	4.0E-33	Processed	PF07225;
PGOHUM00000240133	2	87345657	87348103	-	ENSP00000339109	0.05	0.95	1.0E-21	Duplicated	PF01851;
PGOHUM00000240134	2	87448255	87449611	-	ENSP00000305608	0.96	0.73	0.0	Duplicated	PF05238;
PGOHUM00000240135	2	87865345	87866582	-	ENSP00000380378	1.0	0.877	0.0	Processed	PF00400;PF08513;
PGOHUM00000240139	2	88664214	88665127	-	ENSP00000308901	1.0	0.82	0.0	Processed	PF04280;
PGOHUM00000240140	2	88747729	88751924	-	ENSP00000304286	0.85	0.47	3.0E-37	Duplicated	PF00250;
PGOHUM00000240142	2	89214596	89214895	-	ENSP00000420118	0.83	0.67	2.0E-32	Processed	PF00047;PF07686;
PGOHUM00000250432	2	89231169	89231501	-	ENSP00000393492	0.93	0.748	2.0E-39	Processed	PF00047;PF07686;
PGOHUM00000240148	2	89319491	89319804	-	ENSP00000418138	0.88	0.657	1.0E-29	Processed	PF00047;PF07686;
PGOHUM00000250433	2	89345487	89345804	-	ENSP00000374810	0.89	0.943	0.0	Processed	PF00047;PF07686;
PGOHUM00000250434	2	89377529	89377839	-	ENSP00000393492	0.87	0.74	2.0E-32	Processed	PF00047;PF07686;
PGOHUM00000240151	2	89428189	89428512	-	ENSP00000393492	0.9	0.861	0.0	Processed	PF00047;PF07686;
PGOHUM00000250435	2	89434464	89434739	-	ENSP00000419300	0.77	0.685	2.0E-30	Processed	PF00047;PF07686;
PGOHUM00000240154	2	89470232	89470550	-	ENSP00000418200	0.87	0.705	4.0E-24	Processed	PF00047;PF07686;
PGOHUM00000240157	2	89491990	89492260	-	ENSP00000420118	0.84	0.566	4.0E-14	Processed	PF00047;PF07686;
PGOHUM00000240158	2	89495566	89495896	-	ENSP00000417637	0.92	0.855	2.94273E-44	Processed	PF00047;PF07686;
PGOHUM00000250436	2	89503108	89503397	-	ENSP00000418138	0.81	0.546	6.0E-19	Processed	PF00047;PF07686;
PGOHUM00000240161	2	89533666	89533989	-	ENSP00000417637	0.9	0.935	0.0	Processed	PF00047;PF07686;
PGOHUM00000240162	2	89551696	89551962	-	ENSP00000374787	0.77	0.596	3.0E-21	Processed	PF00047;PF07686;
PGOHUM00000240163	2	89553027	89553353	-	ENSP00000417961	0.9	0.596	4.0E-13	Processed	PF00047;PF07686;
PGOHUM00000240164	2	89575046	89575346	-	ENSP00000374812	0.88	0.653	1.0E-24	Processed	PF00047;PF07686;
PGOHUM00000240165	2	89579947	89580249	-	ENSP00000420118	0.9	0.408	7.0E-11	Processed	PF00047;PF07686;
PGOHUM00000240166	2	89586453	89586772	-	ENSP00000417344	0.9	0.766	2.0E-31	Processed	PF00047;PF07686;
PGOHUM00000240174	2	91872469	91873909	-	ENSP00000306129	1.0	0.906	0.0	Processed	PF00001;
PGOHUM00000240175	2	91888380	91894242	-	ENSP00000403483	0.57	0.83	2.0E-33	Duplicated	PF00628;
PGOHUM00000240176	2	91935969	91937012	-	ENSP00000332995	1.0	0.943	0.0	Processed	PF00856;
PGOHUM00000240178	2	92071125	92119740	-	ENSP00000296422	0.75	0.91	2.0E-28	Duplicated	PF00999;
PGOHUM00000240181	2	92222547	92222855	-	ENSP00000406382	0.87	0.864	7.00649E-45	Processed	PF00047;PF07654;PF07686;
PGOHUM00000240183	2	95400421	95401535	-	ENSP00000374268	0.87	0.517	0.0	Processed	PF01501;
PGOHUM00000240189	2	95480779	95522914	-	ENSP00000366826	1.0	0.96	0.0	Duplicated	PF00023;
PGOHUM00000240191	2	95552602	95558500	-	ENSP00000400422	0.76	0.87	2.0E-34	Duplicated	PF00310;
PGOHUM00000240192	2	95565326	95566406	-	ENSP00000354499	0.71	0.776	0.0	Processed	PF00115;
PGOHUM00000240193	2	95613618	95613918	-	ENSP00000375018	0.86	0.802	1.0E-35	Processed	PF00047;PF07686;
PGOHUM00000240194	2	95618907	95619217	-	ENSP00000375019	0.89	0.76	2.0E-30	Processed	PF00047;PF07686;
PGOHUM00000240200	2	96034290	96034631	-	ENSP00000357429	0.9	0.675	7.0E-26	Processed	PF00061;
PGOHUM00000240203	2	96116056	96117234	-	ENSP00000389657	1.0	0.891	0.0	Processed	PF00505;
PGOHUM00000240207	2	96161768	96202241	-	ENSP00000311270	1.0	0.7	0.0	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000240214	2	97666182	97667321	-	ENSP00000260443	0.97	0.77	3.0E-20	Duplicated	PF01246;
PGOHUM00000240216	2	97691715	97697371	-	ENSP00000272395	1.0	0.96	0.0	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000250441	2	97987330	97987626	-	ENSP00000406382	0.84	0.778	3.0E-38	Processed	PF00047;PF07654;PF07686;
PGOHUM00000240219	2	97996728	97997043	-	ENSP00000393492	0.88	0.821	1.0E-33	Processed	PF00047;PF07686;
PGOHUM00000240220	2	98000878	98001185	-	ENSP00000417637	0.85	0.816	4.00001E-40	Processed	PF00047;PF07686;
PGOHUM00000240221	2	98018371	98018830	-	ENSP00000417961	0.96	0.78	1.0E-39	Duplicated	PF00047;PF07686;
PGOHUM00000250442	2	98024534	98024812	-	ENSP00000374787	0.83	0.558	2.0E-11	Processed	PF00047;PF07686;
PGOHUM00000240224	2	98253051	98254229	-	ENSP00000389657	1.0	0.878	0.0	Processed	PF00505;
PGOHUM00000240229	2	102126025	102126764	-	ENSP00000369757	1.0	0.744	5.04467E-44	Processed	PF01092;
PGOHUM00000240230	2	102137292	102138456	-	ENSP00000317362	0.99	0.605	0.0	Processed	PF05577;
